1114125;;6806345;782663;19551012;;376085;;349238;2617809;29767048;4078893;;126852;68553;1293086;2136604;6689572;5339408;;;7934027;4364607;703019;;3226992;;
6486211;421785;4248774;4573259;81985404;352034;1890286;662300;6792528;21268131;1591079;248179072;;389037;700741;1152808;10624716;10047216;6443244;504736;2800834;616805;2012604;1642002;;20507258;;13116599
;;;;;229694;;;;;;;7288832;633892;;;;;;;;;;276352;;1509450;;
;;;;;128506;;;;;;;433208;7069085;;;;;1188597;;;;;;;2223019;;
513444;;;;;;;;;485349;;;;;113046;112955;914746;;;;;;;;;471265;;
413329;;754916;;7272285;;136582;;679493;796738;350729;886113;;;;38061996;1395249;1375111;1032388;;742772;59556;475533;361842;;2608021;;
2399493;;;933659;27000465;99600;300716;;1534683;2266288;;10380179;;98335;241890;619464;97202315;739241;6698885;;;115036;;885495;;7875374;;1693327
2278348;;2782383;2016125;65583893;;378282;;806142;2769832;2125235;3778971;;153541;422215;1900949;9763841;39239689;2281870;;463346;569053;645681;407031;;4187839;;4354718
509190;;351149;1203546;14571728;;293146;;553265;2617819;;;147095;465214;96013;248744;855635;378050;195473538;;;;;250599;;16569128;;
2314868;;;816108;10136032;;2256867;;6001492;12709638;;1901824;;;998162;79019;4493102;544387;;59744431;;;;695296;;18431284;;3868409
251496;;;;;;;;3399834;;;;;;;835294;;435926;;;64127086;;;;;3323682;;
256120;;;;;;;;;;550220;;;48753;;19708;;831200;;;;5362018;;;;528910;;
;;4749495;;;;;;;;;;;51055;;692356;;289270;1969350;;;;15882234;;;1261269;;
;;;;;758200;;;707965;;;;;90317;47084;77374;;;;;;;;82778658;;1069075;;
;;;3411128;6758484;400962;;;825712;908625;;;271996;522169;77270;368631;1511074;416484;1905070;;;;;4597166;;1761320;;
1690251;;;2065634;24767623;349440;8513316;482883;6030485;10058605;;5104637;614106;3323406;323913;930623;6175753;1946065;9739955;834925;;160655;;2009074;;319937939;;3082103
364355;;;2021132;13089143;242653;201741;;928829;1067144;;;;745837;;113663;2085520;445367;2026473;;;;;735683;;2295236;;
1280237;;;;14845991;;207709;;1366502;4776763;;2909608;;37666;330060;795307;2715466;1021458;;1266157;;104119;;356705;;5438557;;26281045
